Entity,Code,Day,total_vaccinations_per_hundred
Macao,MAC,2021-03-12,4.07
Macao,MAC,2021-03-13,4.26
Macao,MAC,2021-03-14,4.43
Macao,MAC,2021-03-15,4.59
Macao,MAC,2021-03-16,4.76
Macao,MAC,2021-03-17,4.91
Macao,MAC,2021-03-18,5.06
Macao,MAC,2021-03-19,5.22
Macao,MAC,2021-03-20,5.43
Macao,MAC,2021-03-21,5.61
Macao,MAC,2021-03-22,5.81
Macao,MAC,2021-03-23,6.05
Macao,MAC,2021-03-24,6.27
Macao,MAC,2021-03-25,6.46
Macao,MAC,2021-03-26,6.65
Macao,MAC,2021-03-27,6.92
Macao,MAC,2021-03-28,7.13
Macao,MAC,2021-03-29,7.31
Macao,MAC,2021-03-30,7.59
Macao,MAC,2021-03-31,7.86
Macao,MAC,2021-04-01,8.13
Macao,MAC,2021-04-02,8.26
Macao,MAC,2021-04-03,8.42
Macao,MAC,2021-04-04,8.62
Macao,MAC,2021-04-05,8.71
Macao,MAC,2021-04-06,8.82
Macao,MAC,2021-04-07,9.04
Macao,MAC,2021-04-08,9.36
Macao,MAC,2021-04-09,9.69
Macao,MAC,2021-04-10,10.09
Macao,MAC,2021-04-11,10.38
Macao,MAC,2021-04-12,10.65
Macao,MAC,2021-04-13,10.96
Macao,MAC,2021-04-14,11.26
Macao,MAC,2021-04-15,11.56
Macao,MAC,2021-04-16,11.89
Macao,MAC,2021-04-17,12.31
Macao,MAC,2021-04-18,12.61
Macao,MAC,2021-04-19,12.82
Macao,MAC,2021-04-20,13.09
Macao,MAC,2021-04-21,13.34
Macao,MAC,2021-04-22,13.6
Macao,MAC,2021-04-23,13.87
Macao,MAC,2021-04-24,14.13
Macao,MAC,2021-04-25,14.43
Macao,MAC,2021-04-26,14.73
Macao,MAC,2021-04-27,15.1
Macao,MAC,2021-04-28,15.47
Macao,MAC,2021-04-29,15.78
Macao,MAC,2021-04-30,16.04
Macao,MAC,2021-05-01,16.35
Macao,MAC,2021-05-02,16.59
Macao,MAC,2021-05-03,16.66
Macao,MAC,2021-05-04,16.83
Macao,MAC,2021-05-05,17.09
Macao,MAC,2021-05-06,17.36
Macao,MAC,2021-05-07,17.64
Macao,MAC,2021-05-08,18
Macao,MAC,2021-05-09,18.28
Macao,MAC,2021-05-10,18.53
Macao,MAC,2021-05-11,18.83
Macao,MAC,2021-05-12,19.13
Macao,MAC,2021-05-13,19.43
Macao,MAC,2021-05-14,19.73
Macao,MAC,2021-05-15,20.14
Macao,MAC,2021-05-16,20.47
Macao,MAC,2021-05-17,20.73
Macao,MAC,2021-05-18,21.08
Macao,MAC,2021-05-19,21.32
Macao,MAC,2021-05-20,21.58
Macao,MAC,2021-05-21,22.01
Macao,MAC,2021-05-22,22.51
Macao,MAC,2021-05-23,22.91
Macao,MAC,2021-05-24,23.31
Macao,MAC,2021-05-25,23.83
Macao,MAC,2021-05-26,24.22
Macao,MAC,2021-05-27,24.56
Macao,MAC,2021-05-28,25.06
Macao,MAC,2021-05-29,25.7
Macao,MAC,2021-05-31,26.7
Macao,MAC,2021-06-01,27.4
Macao,MAC,2021-06-02,28.18
Macao,MAC,2021-06-03,28.9
Macao,MAC,2021-06-04,29.67
Macao,MAC,2021-06-05,30.61
Macao,MAC,2021-06-06,31.39
Macao,MAC,2021-06-07,32.19
Macao,MAC,2021-06-08,33.23
Macao,MAC,2021-06-09,34.36
Macao,MAC,2021-06-10,35.47
Macao,MAC,2021-06-11,36.53
Macao,MAC,2021-06-12,37.73
Macao,MAC,2021-06-13,38.64
Macao,MAC,2021-06-14,39.36
Macao,MAC,2021-06-15,40.23
Macao,MAC,2021-06-16,41.23
Macao,MAC,2021-06-17,42.16
Macao,MAC,2021-06-18,43.11
Macao,MAC,2021-06-19,44.16
Macao,MAC,2021-06-20,44.97
Macao,MAC,2021-06-21,45.71
Macao,MAC,2021-06-22,46.57
Macao,MAC,2021-06-23,47.36
Macao,MAC,2021-06-24,48.04
Macao,MAC,2021-06-25,48.73
Macao,MAC,2021-06-26,49.51
Macao,MAC,2021-06-27,50.12
Macao,MAC,2021-06-28,50.74
Macao,MAC,2021-06-29,51.61
Macao,MAC,2021-06-30,52.46
Macao,MAC,2021-07-01,53.5
Macao,MAC,2021-07-02,54.6
Macao,MAC,2021-07-03,55.75
Macao,MAC,2021-07-04,56.67
Macao,MAC,2021-07-05,57.58
Madagascar,MDG,2021-05-12,0
Madagascar,MDG,2021-05-18,0.01
Madagascar,MDG,2021-05-21,0.05
Madagascar,MDG,2021-05-24,0.06
Madagascar,MDG,2021-05-26,0.08
Madagascar,MDG,2021-05-31,0.13
Madagascar,MDG,2021-06-08,0.28
Madagascar,MDG,2021-06-10,0.35
Madagascar,MDG,2021-06-14,0.49
Madagascar,MDG,2021-06-15,0.54
Madagascar,MDG,2021-06-20,0.68
Madagascar,MDG,2021-06-24,0.71
Madagascar,MDG,2021-06-28,0.71
Malawi,MWI,2021-03-17,0.03
Malawi,MWI,2021-03-18,0.05
Malawi,MWI,2021-03-19,0.08
Malawi,MWI,2021-03-21,0.13
Malawi,MWI,2021-03-22,0.13
Malawi,MWI,2021-03-23,0.2
Malawi,MWI,2021-03-24,0.29
Malawi,MWI,2021-03-26,0.47
Malawi,MWI,2021-03-27,0.57
Malawi,MWI,2021-03-28,0.58
Malawi,MWI,2021-03-30,0.64
Malawi,MWI,2021-03-31,0.7
Malawi,MWI,2021-04-01,0.76
Malawi,MWI,2021-04-02,0.81
Malawi,MWI,2021-04-04,0.83
Malawi,MWI,2021-04-05,0.84
Malawi,MWI,2021-04-06,0.86
Malawi,MWI,2021-04-09,1.01
Malawi,MWI,2021-04-10,1.07
Malawi,MWI,2021-04-11,1.09
Malawi,MWI,2021-04-12,1.11
Malawi,MWI,2021-04-13,1.2
Malawi,MWI,2021-04-14,1.26
Malawi,MWI,2021-04-16,1.31
Malawi,MWI,2021-04-18,1.35
Malawi,MWI,2021-04-19,1.35
Malawi,MWI,2021-04-20,1.36
Malawi,MWI,2021-04-21,1.38
Malawi,MWI,2021-04-22,1.4
Malawi,MWI,2021-04-26,1.45
Malawi,MWI,2021-04-27,1.47
Malawi,MWI,2021-04-28,1.49
Malawi,MWI,2021-04-29,1.52
Malawi,MWI,2021-04-30,1.55
Malawi,MWI,2021-05-06,1.63
Malawi,MWI,2021-05-08,1.66
Malawi,MWI,2021-05-09,1.67
Malawi,MWI,2021-05-10,1.67
Malawi,MWI,2021-05-13,1.73
Malawi,MWI,2021-05-15,1.74
Malawi,MWI,2021-05-17,1.75
Malawi,MWI,2021-05-18,1.75
Malawi,MWI,2021-05-19,1.76
Malawi,MWI,2021-05-20,1.77
Malawi,MWI,2021-05-21,1.79
Malawi,MWI,2021-05-22,1.8
Malawi,MWI,2021-05-23,1.8
Malawi,MWI,2021-05-25,1.81
Malawi,MWI,2021-05-26,1.82
Malawi,MWI,2021-05-28,1.84
Malawi,MWI,2021-05-29,1.85
Malawi,MWI,2021-05-30,1.86
Malawi,MWI,2021-05-31,1.86
Malawi,MWI,2021-06-01,1.86
Malawi,MWI,2021-06-02,1.87
Malawi,MWI,2021-06-03,1.87
Malawi,MWI,2021-06-06,1.88
Malawi,MWI,2021-06-07,1.88
Malawi,MWI,2021-06-09,1.92
Malawi,MWI,2021-06-10,1.93
Malawi,MWI,2021-06-11,1.96
Malawi,MWI,2021-06-12,1.97
Malawi,MWI,2021-06-14,1.99
Malawi,MWI,2021-06-15,2.02
Malawi,MWI,2021-06-16,2.06
Malawi,MWI,2021-06-17,2.12
Malawi,MWI,2021-06-18,2.16
Malawi,MWI,2021-06-19,2.2
Malawi,MWI,2021-06-21,2.21
Malawi,MWI,2021-06-22,2.22
Malawi,MWI,2021-06-23,2.23
Malawi,MWI,2021-06-24,2.23
Malawi,MWI,2021-06-25,2.24
Malawi,MWI,2021-06-26,2.24
Malawi,MWI,2021-06-27,2.24
Malawi,MWI,2021-06-28,2.24
Malaysia,MYS,2021-02-24,0
Malaysia,MYS,2021-02-25,0
Malaysia,MYS,2021-02-26,0.02
Malaysia,MYS,2021-02-27,0.04
Malaysia,MYS,2021-02-28,0.06
Malaysia,MYS,2021-03-01,0.11
Malaysia,MYS,2021-03-02,0.17
Malaysia,MYS,2021-03-03,0.24
Malaysia,MYS,2021-03-04,0.3
Malaysia,MYS,2021-03-05,0.35
Malaysia,MYS,2021-03-06,0.39
Malaysia,MYS,2021-03-07,0.43
Malaysia,MYS,2021-03-08,0.51
Malaysia,MYS,2021-03-09,0.61
Malaysia,MYS,2021-03-10,0.69
Malaysia,MYS,2021-03-11,0.78
Malaysia,MYS,2021-03-12,0.86
Malaysia,MYS,2021-03-13,0.91
Malaysia,MYS,2021-03-14,0.94
Malaysia,MYS,2021-03-15,1
Malaysia,MYS,2021-03-16,1.08
Malaysia,MYS,2021-03-17,1.14
Malaysia,MYS,2021-03-18,1.2
Malaysia,MYS,2021-03-19,1.24
Malaysia,MYS,2021-03-20,1.28
Malaysia,MYS,2021-03-21,1.33
Malaysia,MYS,2021-03-22,1.41
Malaysia,MYS,2021-03-23,1.5
Malaysia,MYS,2021-03-24,1.59
Malaysia,MYS,2021-03-25,1.67
Malaysia,MYS,2021-03-26,1.72
Malaysia,MYS,2021-03-27,1.77
Malaysia,MYS,2021-03-28,1.82
Malaysia,MYS,2021-03-29,1.92
Malaysia,MYS,2021-03-30,2.05
Malaysia,MYS,2021-03-31,2.16
Malaysia,MYS,2021-04-01,2.29
Malaysia,MYS,2021-04-02,2.38
Malaysia,MYS,2021-04-03,2.44
Malaysia,MYS,2021-04-04,2.48
Malaysia,MYS,2021-04-05,2.57
Malaysia,MYS,2021-04-06,2.67
Malaysia,MYS,2021-04-07,2.76
Malaysia,MYS,2021-04-08,2.85
Malaysia,MYS,2021-04-09,2.91
Malaysia,MYS,2021-04-10,2.96
Malaysia,MYS,2021-04-11,3.03
Malaysia,MYS,2021-04-12,3.15
Malaysia,MYS,2021-04-13,3.23
Malaysia,MYS,2021-04-14,3.31
Malaysia,MYS,2021-04-15,3.4
Malaysia,MYS,2021-04-16,3.46
Malaysia,MYS,2021-04-17,3.49
Malaysia,MYS,2021-04-18,3.52
Malaysia,MYS,2021-04-19,3.62
Malaysia,MYS,2021-04-20,3.72
Malaysia,MYS,2021-04-21,3.81
Malaysia,MYS,2021-04-22,3.89
Malaysia,MYS,2021-04-23,3.95
Malaysia,MYS,2021-04-24,3.98
Malaysia,MYS,2021-04-25,4.03
Malaysia,MYS,2021-04-26,4.12
Malaysia,MYS,2021-04-27,4.23
Malaysia,MYS,2021-04-28,4.35
Malaysia,MYS,2021-04-29,4.39
Malaysia,MYS,2021-04-30,4.47
Malaysia,MYS,2021-05-01,4.49
Malaysia,MYS,2021-05-02,4.54
Malaysia,MYS,2021-05-03,4.69
Malaysia,MYS,2021-05-04,4.85
Malaysia,MYS,2021-05-05,5.02
Malaysia,MYS,2021-05-06,5.19
Malaysia,MYS,2021-05-07,5.33
Malaysia,MYS,2021-05-08,5.42
Malaysia,MYS,2021-05-09,5.52
Malaysia,MYS,2021-05-10,5.71
Malaysia,MYS,2021-05-11,5.86
Malaysia,MYS,2021-05-12,5.91
Malaysia,MYS,2021-05-13,5.91
Malaysia,MYS,2021-05-14,5.91
Malaysia,MYS,2021-05-15,5.95
Malaysia,MYS,2021-05-16,5.98
Malaysia,MYS,2021-05-17,6.16
Malaysia,MYS,2021-05-18,6.4
Malaysia,MYS,2021-05-19,6.66
Malaysia,MYS,2021-05-20,6.91
Malaysia,MYS,2021-05-21,7.09
Malaysia,MYS,2021-05-22,7.23
Malaysia,MYS,2021-05-23,7.38
Malaysia,MYS,2021-05-24,7.67
Malaysia,MYS,2021-05-25,7.98
Malaysia,MYS,2021-05-26,8.05
Malaysia,MYS,2021-05-27,8.38
Malaysia,MYS,2021-05-28,8.61
Malaysia,MYS,2021-05-29,8.81
Malaysia,MYS,2021-05-30,9
Malaysia,MYS,2021-05-31,9.3
Malaysia,MYS,2021-06-01,9.6
Malaysia,MYS,2021-06-02,9.93
Malaysia,MYS,2021-06-03,10.29
Malaysia,MYS,2021-06-04,10.57
Malaysia,MYS,2021-06-05,10.79
Malaysia,MYS,2021-06-06,11.04
Malaysia,MYS,2021-06-07,11.24
Malaysia,MYS,2021-06-08,11.71
Malaysia,MYS,2021-06-09,12.19
Malaysia,MYS,2021-06-10,12.68
Malaysia,MYS,2021-06-11,13.06
Malaysia,MYS,2021-06-12,13.48
Malaysia,MYS,2021-06-13,13.87
Malaysia,MYS,2021-06-14,14.49
Malaysia,MYS,2021-06-15,15.15
Malaysia,MYS,2021-06-16,15.78
Malaysia,MYS,2021-06-17,16.47
Malaysia,MYS,2021-06-18,17.03
Malaysia,MYS,2021-06-19,17.53
Malaysia,MYS,2021-06-20,17.97
Malaysia,MYS,2021-06-21,18.7
Malaysia,MYS,2021-06-22,19.47
Malaysia,MYS,2021-06-23,20.25
Malaysia,MYS,2021-06-24,21.08
Malaysia,MYS,2021-06-25,21.75
Malaysia,MYS,2021-06-26,22.33
Malaysia,MYS,2021-06-27,22.85
Malaysia,MYS,2021-06-28,23.46
Malaysia,MYS,2021-06-29,24.18
Malaysia,MYS,2021-06-30,24.98
Malaysia,MYS,2021-07-01,25.79
Malaysia,MYS,2021-07-02,26.52
Malaysia,MYS,2021-07-03,27.19
Malaysia,MYS,2021-07-04,27.83
Malaysia,MYS,2021-07-05,28.8
Maldives,MDV,2021-02-02,0.16
Maldives,MDV,2021-02-03,0.29
Maldives,MDV,2021-02-04,0.59
Maldives,MDV,2021-02-05,0.79
Maldives,MDV,2021-02-06,1.27
Maldives,MDV,2021-02-07,1.8
Maldives,MDV,2021-02-08,2.39
Maldives,MDV,2021-02-09,3.01
Maldives,MDV,2021-02-10,3.73
Maldives,MDV,2021-02-11,4.69
Maldives,MDV,2021-02-12,5.06
Maldives,MDV,2021-02-13,6.12
Maldives,MDV,2021-02-14,7.14
Maldives,MDV,2021-02-15,8.11
Maldives,MDV,2021-02-16,9.26
Maldives,MDV,2021-02-17,10.4
Maldives,MDV,2021-02-18,11.85
Maldives,MDV,2021-02-19,11.85
Maldives,MDV,2021-02-20,12.95
Maldives,MDV,2021-02-21,13.88
Maldives,MDV,2021-02-22,14.83
Maldives,MDV,2021-02-23,15.75
Maldives,MDV,2021-02-24,16.81
Maldives,MDV,2021-02-25,18.19
Maldives,MDV,2021-02-26,18.39
Maldives,MDV,2021-02-27,19.52
Maldives,MDV,2021-02-28,20.61
Maldives,MDV,2021-03-01,21.67
Maldives,MDV,2021-03-02,22.88
Maldives,MDV,2021-03-03,23.94
Maldives,MDV,2021-03-04,25.37
Maldives,MDV,2021-03-05,25.68
Maldives,MDV,2021-03-06,26.97
Maldives,MDV,2021-03-07,28.05
Maldives,MDV,2021-03-08,29.2
Maldives,MDV,2021-03-09,30.65
Maldives,MDV,2021-03-10,32.46
Maldives,MDV,2021-03-11,34.58
Maldives,MDV,2021-03-12,34.86
Maldives,MDV,2021-03-13,36.67
Maldives,MDV,2021-03-14,38.13
Maldives,MDV,2021-03-15,39.35
Maldives,MDV,2021-03-16,39.68
Maldives,MDV,2021-03-17,39.93
Maldives,MDV,2021-03-18,40.26
Maldives,MDV,2021-03-19,40.34
Maldives,MDV,2021-03-20,40.45
Maldives,MDV,2021-03-21,40.5
Maldives,MDV,2021-03-22,40.84
Maldives,MDV,2021-03-23,41.25
Maldives,MDV,2021-03-24,41.62
Maldives,MDV,2021-03-25,42.07
Maldives,MDV,2021-03-26,42.12
Maldives,MDV,2021-03-27,42.57
Maldives,MDV,2021-03-28,42.95
Maldives,MDV,2021-03-29,43.27
Maldives,MDV,2021-03-30,43.6
Maldives,MDV,2021-03-31,43.98
Maldives,MDV,2021-04-01,44.54
Maldives,MDV,2021-04-02,44.61
Maldives,MDV,2021-04-03,45.41
Maldives,MDV,2021-04-04,46.37
Maldives,MDV,2021-04-05,47.52
Maldives,MDV,2021-04-06,48.81
Maldives,MDV,2021-04-07,50.11
Maldives,MDV,2021-04-08,51.83
Maldives,MDV,2021-04-09,52.34
Maldives,MDV,2021-04-10,52.49
Maldives,MDV,2021-04-12,55.32
Maldives,MDV,2021-04-14,56.19
Maldives,MDV,2021-04-15,57.73
Maldives,MDV,2021-04-16,57.97
Maldives,MDV,2021-04-17,59.11
Maldives,MDV,2021-04-18,60.62
Maldives,MDV,2021-04-19,62.03
Maldives,MDV,2021-04-20,63.34
Maldives,MDV,2021-04-21,64.7
Maldives,MDV,2021-04-22,66.36
Maldives,MDV,2021-04-23,66.78
Maldives,MDV,2021-04-24,68.11
Maldives,MDV,2021-04-25,69.42
Maldives,MDV,2021-04-26,70.68
Maldives,MDV,2021-04-27,71.57
Maldives,MDV,2021-04-28,72.63
Maldives,MDV,2021-04-29,73.61
Maldives,MDV,2021-05-01,73.92
Maldives,MDV,2021-05-02,75.13
Maldives,MDV,2021-05-03,76.34
Maldives,MDV,2021-05-04,77.5
Maldives,MDV,2021-05-05,78.4
Maldives,MDV,2021-05-06,79.04
Maldives,MDV,2021-05-07,79.33
Maldives,MDV,2021-05-08,79.88
Maldives,MDV,2021-05-09,80.52
Maldives,MDV,2021-05-10,81.01
Maldives,MDV,2021-05-11,81.58
Maldives,MDV,2021-05-12,81.87
Maldives,MDV,2021-05-13,81.99
Maldives,MDV,2021-05-14,82.13
Maldives,MDV,2021-05-15,82.49
Maldives,MDV,2021-05-16,83.01
Maldives,MDV,2021-05-17,83.55
Maldives,MDV,2021-05-18,83.96
Maldives,MDV,2021-05-19,84.35
Maldives,MDV,2021-05-21,84.98
Maldives,MDV,2021-05-22,85.44
Maldives,MDV,2021-05-23,85.93
Maldives,MDV,2021-05-24,86.35
Maldives,MDV,2021-05-25,86.84
Maldives,MDV,2021-05-26,87.1
Maldives,MDV,2021-05-27,87.45
Maldives,MDV,2021-05-28,87.51
Maldives,MDV,2021-05-29,87.81
Maldives,MDV,2021-05-30,88.12
Maldives,MDV,2021-05-31,88.41
Maldives,MDV,2021-06-01,88.67
Maldives,MDV,2021-06-02,88.97
Maldives,MDV,2021-06-03,89.23
Maldives,MDV,2021-06-04,89.29
Maldives,MDV,2021-06-05,89.54
Maldives,MDV,2021-06-06,89.8
Maldives,MDV,2021-06-07,90.06
Maldives,MDV,2021-06-08,90.32
Maldives,MDV,2021-06-09,90.54
Maldives,MDV,2021-06-10,90.73
Maldives,MDV,2021-06-12,90.99
Maldives,MDV,2021-06-13,91.15
Maldives,MDV,2021-06-14,91.32
Maldives,MDV,2021-06-15,91.54
Maldives,MDV,2021-06-16,91.74
Maldives,MDV,2021-06-17,91.88
Maldives,MDV,2021-06-19,92.11
Maldives,MDV,2021-06-20,92.25
Maldives,MDV,2021-06-21,92.43
Maldives,MDV,2021-06-22,92.59
Maldives,MDV,2021-06-23,92.78
Maldives,MDV,2021-06-24,92.97
Maldives,MDV,2021-06-25,93.03
Maldives,MDV,2021-06-26,93.24
Maldives,MDV,2021-06-27,93.48
Maldives,MDV,2021-06-28,93.65
Maldives,MDV,2021-06-29,93.81
Maldives,MDV,2021-06-30,93.93
Maldives,MDV,2021-07-01,94.1
Maldives,MDV,2021-07-02,94.16
Maldives,MDV,2021-07-03,94.28
Mali,MLI,2021-03-30,0
Mali,MLI,2021-04-02,0
Mali,MLI,2021-04-12,0.13
Mali,MLI,2021-04-25,0.25
Mali,MLI,2021-05-14,0.42
Mali,MLI,2021-05-21,0.43
Mali,MLI,2021-05-26,0.54
Mali,MLI,2021-05-31,0.63
Mali,MLI,2021-06-08,0.75
Mali,MLI,2021-06-10,0.78
Mali,MLI,2021-06-14,0.81
Mali,MLI,2021-06-20,0.87
Mali,MLI,2021-06-24,0.89
Mali,MLI,2021-07-05,0.94
Malta,MLT,2021-01-17,2.65
Malta,MLT,2021-01-18,2.94
Malta,MLT,2021-01-19,3.23
Malta,MLT,2021-01-20,3.47
Malta,MLT,2021-01-21,3.74
Malta,MLT,2021-01-22,4.02
Malta,MLT,2021-01-23,4.29
Malta,MLT,2021-01-25,4.8
Malta,MLT,2021-01-26,5.07
Malta,MLT,2021-01-27,5.33
Malta,MLT,2021-01-28,5.59
Malta,MLT,2021-01-29,5.85
Malta,MLT,2021-01-30,6.08
Malta,MLT,2021-01-31,6.29
Malta,MLT,2021-02-01,6.57
Malta,MLT,2021-02-02,6.85
Malta,MLT,2021-02-03,7.16
Malta,MLT,2021-02-04,7.58
Malta,MLT,2021-02-05,8.08
Malta,MLT,2021-02-06,8.51
Malta,MLT,2021-02-07,8.89
Malta,MLT,2021-02-08,9.35
Malta,MLT,2021-02-09,9.81
Malta,MLT,2021-02-10,10.1
Malta,MLT,2021-02-11,10.5
Malta,MLT,2021-02-12,10.98
Malta,MLT,2021-02-13,11.36
Malta,MLT,2021-02-14,11.7
Malta,MLT,2021-02-15,12.15
Malta,MLT,2021-02-16,12.62
Malta,MLT,2021-02-17,13.06
Malta,MLT,2021-02-18,13.52
Malta,MLT,2021-02-19,14.06
Malta,MLT,2021-02-20,14.34
Malta,MLT,2021-02-21,14.59
Malta,MLT,2021-02-22,15.02
Malta,MLT,2021-02-23,15.58
Malta,MLT,2021-02-24,16.21
Malta,MLT,2021-02-25,16.68
Malta,MLT,2021-02-26,17.25
Malta,MLT,2021-02-27,17.66
Malta,MLT,2021-02-28,18.03
Malta,MLT,2021-03-01,18.54
Malta,MLT,2021-03-02,19.05
Malta,MLT,2021-03-03,19.67
Malta,MLT,2021-03-04,20.37
Malta,MLT,2021-03-05,21.02
Malta,MLT,2021-03-06,21.72
Malta,MLT,2021-03-07,22.16
Malta,MLT,2021-03-08,23.05
Malta,MLT,2021-03-09,23.87
Malta,MLT,2021-03-10,24.68
Malta,MLT,2021-03-11,25.65
Malta,MLT,2021-03-12,26.53
Malta,MLT,2021-03-13,27.19
Malta,MLT,2021-03-14,27.71
Malta,MLT,2021-03-15,28.6
Malta,MLT,2021-03-16,29.64
Malta,MLT,2021-03-17,30.32
Malta,MLT,2021-03-18,31.31
Malta,MLT,2021-03-19,31.78
Malta,MLT,2021-03-20,32.42
Malta,MLT,2021-03-21,33.05
Malta,MLT,2021-03-22,34.18
Malta,MLT,2021-03-23,35.26
Malta,MLT,2021-03-24,36.3
Malta,MLT,2021-03-25,37.62
Malta,MLT,2021-03-26,38.93
Malta,MLT,2021-03-27,40
Malta,MLT,2021-03-28,40.9
Malta,MLT,2021-03-29,42.15
Malta,MLT,2021-03-30,43.42
Malta,MLT,2021-03-31,44.7
Malta,MLT,2021-04-01,46.1
Malta,MLT,2021-04-02,47.35
Malta,MLT,2021-04-03,48.12
Malta,MLT,2021-04-04,48.85
Malta,MLT,2021-04-05,49.64
Malta,MLT,2021-04-06,50.51
Malta,MLT,2021-04-07,51.55
Malta,MLT,2021-04-08,52.62
Malta,MLT,2021-04-09,53.86
Malta,MLT,2021-04-10,54.58
Malta,MLT,2021-04-11,55.42
Malta,MLT,2021-04-12,56.48
Malta,MLT,2021-04-13,57.73
Malta,MLT,2021-04-14,58.72
Malta,MLT,2021-04-15,59.94
Malta,MLT,2021-04-16,61.1
Malta,MLT,2021-04-17,62.2
Malta,MLT,2021-04-18,62.63
Malta,MLT,2021-04-19,64.06
Malta,MLT,2021-04-20,65.41
Malta,MLT,2021-04-21,66.94
Malta,MLT,2021-04-22,68.31
Malta,MLT,2021-04-23,69.67
Malta,MLT,2021-04-24,70.56
Malta,MLT,2021-04-25,70.95
Malta,MLT,2021-04-26,72.18
Malta,MLT,2021-04-27,73.23
Malta,MLT,2021-04-28,74.04
Malta,MLT,2021-04-29,75.06
Malta,MLT,2021-04-30,76.06
Malta,MLT,2021-05-01,76.94
Malta,MLT,2021-05-02,77.44
Malta,MLT,2021-05-03,78.58
Malta,MLT,2021-05-04,79.82
Malta,MLT,2021-05-05,81.4
Malta,MLT,2021-05-06,82.87
Malta,MLT,2021-05-07,84.39
Malta,MLT,2021-05-08,85.15
Malta,MLT,2021-05-09,86.05
Malta,MLT,2021-05-10,87.59
Malta,MLT,2021-05-11,88.99
Malta,MLT,2021-05-12,90.62
Malta,MLT,2021-05-13,92.16
Malta,MLT,2021-05-14,93.91
Malta,MLT,2021-05-15,95.31
Malta,MLT,2021-05-16,96.1
Malta,MLT,2021-05-17,97.5
Malta,MLT,2021-05-18,99.12
Malta,MLT,2021-05-19,100.97
Malta,MLT,2021-05-20,102.76
Malta,MLT,2021-05-21,104.46
Malta,MLT,2021-05-22,106.18
Malta,MLT,2021-05-23,107.46
Malta,MLT,2021-05-24,109.29
Malta,MLT,2021-05-25,111.09
Malta,MLT,2021-05-26,112.95
Malta,MLT,2021-05-27,114.4
Malta,MLT,2021-05-28,115.35
Malta,MLT,2021-05-29,116.01
Malta,MLT,2021-05-30,116.79
Malta,MLT,2021-05-31,117.77
Malta,MLT,2021-06-01,119.72
Malta,MLT,2021-06-02,121.09
Malta,MLT,2021-06-03,122.57
Malta,MLT,2021-06-04,123.8
Malta,MLT,2021-06-05,124.9
Malta,MLT,2021-06-06,125.43
Malta,MLT,2021-06-07,126.45
Malta,MLT,2021-06-08,127.9
Malta,MLT,2021-06-09,129.21
Malta,MLT,2021-06-10,130.51
Malta,MLT,2021-06-11,131.86
Malta,MLT,2021-06-12,132.98
Malta,MLT,2021-06-13,133.51
Malta,MLT,2021-06-14,135
Malta,MLT,2021-06-15,136.8
Malta,MLT,2021-06-16,138.12
Malta,MLT,2021-06-17,139.54
Malta,MLT,2021-06-18,140.8
Malta,MLT,2021-06-19,141.74
Malta,MLT,2021-06-20,142.4
Malta,MLT,2021-06-21,143.01
Malta,MLT,2021-06-22,144.05
Malta,MLT,2021-06-23,145.11
Malta,MLT,2021-06-24,146.45
Malta,MLT,2021-06-25,147.31
Malta,MLT,2021-06-26,147.89
Malta,MLT,2021-06-27,148.27
Malta,MLT,2021-06-28,149.36
Malta,MLT,2021-06-29,150.58
Malta,MLT,2021-06-30,151.91
Malta,MLT,2021-07-01,152.88
Malta,MLT,2021-07-02,153.9
Malta,MLT,2021-07-03,154.63
Malta,MLT,2021-07-04,155.14
Mauritania,MRT,2021-03-26,0
Mauritania,MRT,2021-04-01,0.03
Mauritania,MRT,2021-04-08,0.06
Mauritania,MRT,2021-04-18,0.15
Mauritania,MRT,2021-05-09,0.34
Mauritania,MRT,2021-05-21,0.55
Mauritania,MRT,2021-05-23,0.61
Mauritania,MRT,2021-05-26,0.62
Mauritania,MRT,2021-05-31,0.8
Mauritania,MRT,2021-06-08,0.94
Mauritania,MRT,2021-06-10,0.96
Mauritania,MRT,2021-06-14,1
Mauritania,MRT,2021-06-15,1.06
Mauritania,MRT,2021-06-23,3.06
Mauritania,MRT,2021-06-30,3.46
Mauritius,MUS,2021-01-25,0
Mauritius,MUS,2021-02-01,0.02
Mauritius,MUS,2021-02-17,0.3
Mauritius,MUS,2021-03-24,9.23
Mauritius,MUS,2021-05-12,17.35
Mauritius,MUS,2021-05-31,31.52
Mauritius,MUS,2021-06-08,35.8
Mauritius,MUS,2021-06-20,47.09
Mauritius,MUS,2021-06-24,55.59
Mexico,MEX,2020-12-24,0
Mexico,MEX,2020-12-27,0.01
Mexico,MEX,2020-12-28,0.01
Mexico,MEX,2020-12-29,0.01
Mexico,MEX,2020-12-30,0.02
Mexico,MEX,2021-01-04,0.03
Mexico,MEX,2021-01-05,0.04
Mexico,MEX,2021-01-06,0.04
Mexico,MEX,2021-01-07,0.05
Mexico,MEX,2021-01-08,0.05
Mexico,MEX,2021-01-09,0.06
Mexico,MEX,2021-01-10,0.06
Mexico,MEX,2021-01-11,0.07
Mexico,MEX,2021-01-12,0.07
Mexico,MEX,2021-01-13,0.15
Mexico,MEX,2021-01-14,0.26
Mexico,MEX,2021-01-15,0.32
Mexico,MEX,2021-01-16,0.36
